dataset,year,age,cohort,obs_tasa_x100k,pred_tasa_x100k,abs_error_100k,rel_abs_error
train,1999,17,1982,41.49802656853634,34.27221618444038,7.225810384095958,0.17412419292184772
train,2000,1,1999,0.6496610163267699,0.6113815089262595,0.03827950740051034,0.0589222786013643
train,2000,2,1998,0.1648326341442346,0.11544223211085776,0.04939040203337684,0.2996397059932852
train,2000,3,1997,0.17672510363634344,0.24663265524563865,0.06990755160929521,0.39557227677598134
train,2000,4,1996,0.5573705483889734,0.569613025236434,0.012242476847460604,0.02196469993404631
train,2000,5,1995,1.0874481728632739,1.160345168328801,0.07289699546552719,0.06703491466036568
train,2000,6,1994,1.7494326364901662,2.053066522307419,0.3036338858172527,0.1735613475385086
train,2000,7,1993,1.604953500963613,2.104835764859885,0.4998822638962723,0.311462147405412
train,2000,8,1992,2.301784941753877,2.4138958121102365,0.11211087035635936,0.04870605777396658
train,2000,9,1991,3.59129292838888,4.783017932303295,1.191725003914415,0.3318373153283023
train,2000,10,1990,5.016934662322738,4.315621417104646,0.7013132452180919,0.13978919248935534
train,2000,11,1989,4.70549857434842,5.544480380298968,0.8389818059505485,0.1782981745067356
train,2000,12,1988,7.715683491311939,8.093263561644244,0.37758007033230534,0.048936697670066615
train,2000,13,1987,10.302268635296585,12.713274875624245,2.4110062403276604,0.23402673000266
train,2000,14,1986,14.83522033224275,15.963853542569163,1.128633210326413,0.0760779540209035
train,2000,15,1985,16.267774275011096,21.003353574738114,4.735579299727018,0.2911018569393997
train,2000,16,1984,26.81670906972868,26.827372719953313,0.010663650224632448,0.00039764947283070707
train,2000,17,1983,37.560694319205425,40.29180761911221,2.731113299906788,0.07271200251775566
